Title,Authors,Language,Categories,Average Rating,Maturity Rating,Publisher,Published Date,Page Count,Edition type,Translated,Top Selling
Bottom Line's Health News,Van Draanen,English,Juvenile Fiction,3.5,Not mature,SAGE,2012,528,Physical,Yes ,Europe
Yoga Journal,Bevan Amberhill,English,Psychology,2.0,Not mature,Cengage Learning ,1983,184,Physical,Yes ,Europe
Yoga Journal,Henry Smith,English,Medical,3.5,Not mature,SIAM,2011,240,Physical,No,Europe
Yoga Journal,Henry Smith,English,Psychology,4.0,Not mature,SIAM,2010,304,Physical,Yes ,Europe
Yoga Journal,Charles Don Keyes,English,Medical,3.5,Not mature,CRC Press,1996,175,Physical,Yes ,Europe
Yoga and Science in Pain Care,Charles Orville ,English,Psychology,3.5,Not mature,John Wiley & Sons,2009,365,Physical,No ,Europe
Yoga Journal,Charles Orville ,English,Medical,3.5,Not mature,John Wiley & Sons,1986,586,Physical,Yes,Central America
Canadiana,Michael Asher,English,Fiction,4.0,Not mature,John Wiley & Sons,2009,66,Physical,No,North America
Yoga Journal,Patent Office,English,Science,2.0,Not mature,Springer,2014,304,Physical,No,Latin America
Anatomy of Hatha Yoga,Van Draanen,English,Juvenile Fiction,3.5,Not mature,Springer,2004,448,Physical,Yes ,Europe
Yoga Journal,Bevan Amberhill,English,Medical,4.0,Not mature,Springer,2016,448,Physical,Yes ,Europe
Agriculture in Northern Ireland,Charles Stewart ,Árabe,Biography,3.5,Not mature,Springer,2016,800,Physical,No ,North America
Scottish Agriculture,Book-keeper publishing ,Árabe,Business & Economics,3.5,Not mature,Springer,2016,384,Physical,Yes,Latin America
Sammy Keyes and the Search for Snake Eyes,Laura Childs,Árabe,Business & Economics,2.0,Not mature,Courier Corporation,1981,160,Physical,No,North America
Poultry Digest,Laura Childs,Árabe,Biography,3.5,Not mature,Courier Corporation,1991,400,Physical,Yes ,Central America
Sammy Keyes and the Art of Deception,Jessica Keyes,Árabe,Mineral industries,4.0,Not mature,Courier Corporation,1915,426,Physical,Yes ,North America
Sammy Keyes and the Psycho Kitty Queen,James Dickey,Árabe,Business & Economics,3.5,Not mature,Penguin,2010,316,Physical,Yes ,Europe
National Poultry Digest,M. Keyes,Árabe,Students,3.5,Not mature,Penguin,1997,163,Physical,Yes ,North America
Building a Dune Buggy - The Essential Manual,Martina Handler,Árabe,Technologists,4.0,Not mature,Aspen Publishers ,1909,530,Physical,Yes ,Asia
The Color Correction Handbook,BookCaps ,Árabe,Technologists,2.0,Not mature,DIA Publishing,2011,2416,Physical,Yes ,North America
The Art and Science of Digital Compositing,Richard M. Lerner,Árabe,Architecture,3.5,Not mature,Wolters Kluwer ,2021,188,Physical,Yes ,Oceania
Records and Briefs of the United States Supreme Court,I. Durham,Árabe,History,4.0,Not mature,Penguin,2006,1746,Physical,Yes ,North America
"Helium Production at the Bureau of Mines Keyes, Okla., Plant",I. Durham,Árabe,Geology,3.5,Not mature,Penguin,1989,207,Physical,Yes ,North America
Decisions and Orders of the National Labor Relations Board,Ruth Roy Harris,Árabe,English literature,3.5,Not mature,Academic Press,1865,328,Physical,Yes ,Asia
Road Test,Ruth Roy Harris,Árabe,English literature,5.0,Not mature,Cambridge University ,2006,645,Physical,Yes ,North America
Motor World Wholesale,Cengage Learning,Árabe,English literature,3.0,Not mature,Penguin,2011,546,Physical,Yes ,Oceania
"Motor World for Jobbers, Dealers and Garagemen",David E. Keyes,Árabe,English literature,5.0,Not mature,Penguin,1989,46,Physical,No,Oceania
Standard Directory of Advertising Agencies,Dept. of Commerce,Árabe,Juvenile Fiction,3.0,Not mature,Routledge,2016,704,Physical,Yes ,Latin America
Sammy Keyes and the Psycho Kitty Queen,Jessica Keyes,Árabe,Juvenile Fiction,4.5,Not mature,Holt Paperbacks,1980,96,Physical,Yes ,Latin America
Sammy Keyes and the Search for Snake Eyes,Jessica Keyes,Árabe,Business & Economics,3.0,Not mature,Oxford University,1961,865,Physical,Yes ,Latin America
Transit Journal ...,Jessica Keyes,Árabe,History,5.0,Not mature,Penguin,2016,66,Physical,No,Central America
Automotive News,Bureau of Mines,Árabe,Juvenile Fiction,2.0,Not mature,Penguin,2016,240,Physical,Yes ,North America
Reports of Cases Determined in the Courts of Appeal ,Elizabeth Walsh,Árabe,Juvenile Fiction,3.0,Not mature,Penguin,2015,176,Physical,No,Latin America
Sammy Keyes and the Search for Snake Eyes,Elizabeth Walsh,Árabe,Technologists,1.0,Not mature,Penguin,2019,320,Physical,Yes ,North America
Journal,Elizabeth Walsh,Árabe,Juvenile Fiction,1.0,Not mature,Penguin,2016,304,Physical,Yes ,North America
Catalog of Copyright Entries. Third Series,Elizabeth Walsh,Español,Juvenile Fiction,3.5,Not mature,Penguin,1998,320,Physical,Yes ,Latin America
United States Investor,Association of Colleg,Español,Computers,3.0,Not mature,Harper Collins,2007,22,Physical,Yes ,Asia
The National Monthly Stock Summary,Norman Polmar,Español,Juvenile Fiction,3.5,Not mature,Penguin,2012,11,Physical,No,Latin America
The ... Book of Lists,Mineral Resources,Español,Juvenile Fiction,4.0,Not mature,Penguin,2010,383,Physical,Yes ,North America
Index of Patents Issued from the United States Patent Office,Mineral Resources,Español,Psychology,3.5,Not mature,Hachette UK,2012,275,Physical,Yes ,Latin America
Science Abstracts,Maureen Callahan,Español,Medical,2.0,Not mature,Penguin,2010,103,Physical,Yes ,Latin America
The Boston Medical and Surgical Journal,Maureen Callahan,Español,Psychology,3.5,Not mature,Scarecrow Press,1980,436,Physical,Yes ,Latin America
Down East,Casenotes,Español,Medical,4.0,Not mature,Ballantine Books,2002,337,Physical,Yes ,Asia
Documents of the Assembly of the State of New York,William T. Coyle,Español,Psychology,3.5,Not mature,Greenwood P},2009,313,Physical,No,Latin America
"Annual Report of the Public Service Commission, Second District",Casenote Legal ,Español,Medical,3.5,Not mature,Routledge,1987,45,Physical,Yes ,Latin America
Annual Report,Phil Geusz,Español,Fiction,3.5,Not mature,Henry Holt ,1987,286,Physical,Yes ,Asia
Documents of the Senate of the State of New York,Amber Vogel,Español,Science,4.0,Not mature,Author House,1987,271,Physical,No ,Latin America
24 Volumes Combined: NEETS - U.S. Navy Electricity ,Magyar-Moe,Español,Juvenile Fiction,2.0,Not mature,Penguin,1988,353,Physical,Yes,Latin America
Specifications and Drawings of Patents Relating to Electricity Issued,Teresa L. Scheid,Español,Juvenile Fiction,3.5,Not mature,Penguin,1988,304,Physical,No,Asia
Specifications and Drawings of Patents Relating to Electricity,Timothy P Melchert,Español,Computers,4.0,Not mature,Oxford University,1987,80,Physical,No,Latin America
Sammy Keyes and the Skeleton Man,Jessica Keyes,Español,Juvenile Fiction,3.5,Not mature,Salem Pr Inc,1992,227,Physical,Yes ,Latin America
Flowers for Algernon: A Novel by Daniel Keyes (Trivia-On-Books),Charles Don Keyes,Español,Juvenile Fiction,3.5,Not mature,BookCaps ,1989,564,Physical,Yes ,Asia
"Art Book News Annual, volume 4: 2008Art Book News Annual",Ralph Keyes,Español,Psychology,2.0,Not mature,Penguin,2000,985,Physical,No ,Latin America
Report to Congress,Sandro Galea,Español,Medical,3.5,Not mature,Penguin,1992,356,Physical,Yes,Central America
The Reporter’s Notebook,F. Din,Español,Psychology,4.0,Not mature,Penguin,2012,425,Physical,No,Europe
The Rotarian,F. Din,Español,Medical,3.5,Not mature,Penguin,1898,745,Physical,Yes,Central America
Far Eastern Economic Review,Graeme Simsion,Español,Psychology,3.5,Not mature,Penguin,2013,658,Physical,No,North America
Publications of the Navy Records Society,Janet Clark,Español,Medical,4.0,Not mature,Penguin,2014,115,Physical,Yes,Latin America
Directory of Foreign Manufacturers in the United States,Greg Keyes,Español,Fiction,2.0,Not mature,Penguin,1981,128,Physical,No,Europe
The Hollywood Reporter,Marian Keyes,Español,Science,3.5,Not mature,Penguin,1913,203,Physical,Yes,Europe
Directory of American Firms Operating in Foreign Countries,Marian Keyes,Español,Juvenile Fiction,4.0,Not mature,Yearling,1989,315,Physical,Yes,Europe
Let's Draw Manga,Douglas Menville,Español,Medical,3.5,Not mature,Yearling,1974,288,Physical,Yes,Central America
Manga,Greg Keyes,Español,Biography,3.5,Not mature,Penguin,2008,240,Physical,No,North America
"Comics, Manga, and Graphic Novels",George Mann,Español,Business & Economics,5.0,Not mature,Penguin,2008,400,Physical,Yes,Latin America
Manga for the Beginner Shoujo,Marian Keyes,Español,Business & Economics,3.0,Not mature,Psychology Press,2002,296,Physical,No,Europe
The Mineral Resources of New Mexico,James A. Kaser,Español,Juvenile Fiction,5.0,Not mature,Penguin,1967,219,Physical,Yes,Europe
Bulletin,J. Gregory Keyes,Español,Medical,3.0,Not mature,Penguin,2006,704,Physical,Yes,Europe
Bulletin - New Mexico Bureau of Mines & Mineral Resources,J. Gregory Keyes,Español,Biography,4.5,Not mature,Oxford University,2011,362,Physical,Yes,Europe
"Watching Anime, Reading Manga",Michael Burke,Español,Business & Economics,3.0,Not mature,IGI Global,1955,400,Physical,No,Europe
Manga from the Floating World,Rick Atkinson,Español,Juvenile Fiction,5.0,Not mature,Oxford University,1955,374,Physical,Yes,Europe
Japanese Religions,Kerry Reis,Español,Juvenile Fiction,2.0,Not mature,Oxford University,2014,406,Physical,No,Europe
"Global Children, Global Media",Frank N. Magill,Español,Computers,3.0,Not mature,Oxford University,2012,356,Physical,Yes,Europe
U.S. News & World Report,James J. Lee,Español,Business & Economics,1.0,Not mature,Penguin,1898,623,Physical,Yes,Europe
Ideas que pegan,Jay Riley Case,Español,Computers,1.0,Not mature,Penguin,1951,687,Physical,Yes ,Europe
Cyber Ireland,Charles Edward May,Español,Biography ,3.5,Not mature,Penguin,1868,745,Physical,Yes ,Europe
Creating High-quality Classroom Assignments,BookCaps Study,Español,Biography ,3.0,Not mature,Bloomsbury Publishing,1974,365,Physical,Yes ,Europe
Made to Stick,John Kenneth Muir,Español,History,3.5,Not mature,Terrace Books,1884,254,Physical,Yes ,Europe
"Children's Books in Print, 2007",John Kenneth Muir,English,Biography & Autobiography,4.0,Not mature,Yearling,2016,256,Physical,Yes ,Europe
Television Guide,Patrice Cassedy,English,Psychology,3.5,Not mature,Open Court ,2010,354,Physical,Yes ,Europe
Business Periodicals Index,Patrice Cassedy,English,English literature,2.0,Not mature,Open Court ,2018,644,Physical,Yes ,Europe
På egen hand,Janet Clark,English,Science,3.5,Not mature,CRC Press,2010,271,Physical,Yes ,Europe
The Shining Wall,Van Draanen,English,Dentistry,4.0,Not mature,CRC Press,2016,32,Physical,Yes ,Europe
Programming Android,Van Draanen,English,Geology,3.5,Not mature,CRC Press,2019,156,Physical,Yes ,Europe
Raspberry Pi Android Projects,Van Draanen,English,English literature,3.5,Not mature,CRC Press,1985,307,Physical,Yes ,Europe
How to Build an Android,Van Draanen,Varios,Mathematical ,3.5,Not mature,CRC Press,1993,350,Physical,Yes ,Europe
Unlocking Android,Van Draanen,Varios,Business & Economics,4.0,Not mature,CRC Press,1890,657,Physical,No,Europe
Stranger in a Strange Land,John Caius ,Varios,Computers,2.0,Not mature,Carolina Press,2011,780,Physical,Yes ,Central America
Red-haired android,John Caius ,English,Business & Economics,3.5,Not mature,Oxford University,2002,874,Physical,Yes ,North America
Enterprise 2.0,Richard R. Valencia,English,Biography,4.0,Not mature,Münster,2004,272,Physical,Yes ,Latin America
Almost Human,Joseph Stewart,English,Mineral industries,3.5,Not mature,BookCaps ,2003,245,Physical,No,Europe
Flowers for Algernon,Joseph Stewart,English,Business & Economics,3.5,Not mature,SAGE,2004,523,Physical,Yes ,Europe
iPhone: The Missing Manual,William A. Smalley,Varios,Students,2.0,Not mature,SAGE,1897,1254,Physical,No,Europe
Beginning iPhone Development,"Leone, Sabrina",Varios,Technologists,3.5,Not mature,SAGE,1890,523,Physical,Yes ,Europe
Beginning iPhone Development with Swift,Raymond Wolters,Varios,Technologists,4.0,Not mature,SAGE,1997,785,Physical,Yes ,Europe
Beginning iPhone Development with Swift 3,Wade Keyes,Árabe,Architecture,3.5,Not mature,SAGE,1973,125,Physical,Yes ,Europe
Beginning iPhone Development with Swift 4,E. Callahan,Árabe,History,3.5,Not mature,Cengage Learning ,2009,160,Physical,Yes ,Europe
Beginning iPhone 4 Development,Abbas Tashakkori,Árabe,Geology,4.0,Not mature,SIAM,1983,654,Physical,No,Europe
iPhone Advanced Projects,Abbas Tashakkori,Árabe,English literature,2.0,Not mature,SIAM,1865,351,Physical,Yes ,Europe
IPhone Fully Loaded,Maureen Callahan,Varios,English literature,3.5,Not mature,CRC Press,2016,158,Physical,Yes ,Central America
The IPhone Book,Gavin Mortimer,Varios,English literature,4.0,Not mature,John Wiley & Sons,2016,500,Physical,Yes ,North America
The Collector,Charles Higham,Varios,English literature,3.5,Not mature,John Wiley & Sons,2014,694,Physical,Yes ,Latin America
Android Mobile Computing Using Samsung Tablets and Smartphones ,Charles Higham,Árabe,Juvenile Fiction,3.5,Not mature,John Wiley & Sons,2016,874,Physical,Yes ,Europe
Android Mobile Computing Using Samsung Tablets and Smartphones ,Charles Higham,Árabe,Juvenile Fiction,5.0,Not mature,Springer,2010,336,Physical,No,Europe
My Samsung Galaxy S5,Charles Higham,Árabe,Juvenile Fiction,3.0,Not mature,Springer,2016,304,Physical,Yes ,Oceania
My Samsung Galaxy S 4,Charles Higham,Árabe,Juvenile Fiction,5.0,Not mature,Springer,2004,133,Physical,Yes ,North America
My Samsung Galaxy Tab 4,State Historical ,Árabe,Juvenile Fiction,3.0,Not mature,Springer,2016,303,Physical,No ,Asia
How to Do Everything Samsung Galaxy Tab,State Historical ,Árabe,Juvenile Fiction,4.5,Not mature,Springer,2010,451,Physical,Yes,Latin America
The PC and Gadget Help Desk,Finis Welch,Árabe,Juvenile Fiction,3.0,Not mature,Courier Corporation,2011,425,Physical,No,North America
Android Tips and Tricks,Sharon Martin Zankel,Árabe,Juvenile Fiction,5.0,Not mature,Courier Corporation,2003,288,Physical,No,Latin America
Teach Yourself VISUALLY Android Phones and Tablets,Bruce Barber,Árabe,Juvenile Fiction,2.0,Not mature,Courier Corporation,2001,528,Physical,Yes ,Oceania
"The Healthy PC: Preventive Care, Home Remedies",Gail Furman,Árabe,Computers,3.0,Not mature,Penguin,1989,447,Physical,Yes ,Central America
Bullying in North American Schools,Ralph Keyes,Varios,Juvenile Fiction,1.0,Not mature,Penguin,1989,481,Physical,No ,North America
Reports of the Treasurer and the County Commissioners,Joshua M. Dunn,Varios,Juvenile Fiction,1.0,Not mature,Aspen Publishers ,1909,310,Physical,Yes,North America
Wilson Library Bulletin,James E. Ryan,Varios,Psychology,3.5,Not mature,DIA Publishing,2015,224,Physical,No,Asia
The Boston Directory,William M. ,Árabe,Medical,3.0,Not mature,Wolters Kluwer ,1995,139,Physical,Yes ,North America
Lg LB Helping Mom 4pk,Bureau ,Varios,Psychology,3.5,Not mature,Penguin,1991,139,Physical,Yes ,North America
Methods in Immunotoxicology,Stephan Thernstrom,Varios,Medical,4.0,Not mature,Penguin,2016,2296,Physical,Yes ,Central America
Holstein Friesian Register,Charles Orville ,Varios,Psychology,3.5,Not mature,Academic Press,1995,45,Physical,Yes ,Latin America
Journal of the Senate of Maine,Charles Orville ,Español,Medical,2.0,Not mature,Cambridge University ,1997,476,Physical,Yes ,Oceania
"Moody's Manual of Investments, American and Foreign",Michael Asher,Español,Fiction,3.5,Not mature,Penguin,1931,476,Physical,Yes ,North America
Nuclear Science Abstracts,Patent Office,Español,Science,4.0,Not mature,Penguin,2016,23,Physical,Yes ,Latin America
Criminology Goes to the Movies,Van Draanen,Español,Juvenile Fiction,3.5,Not mature,Routledge,1998,15,Physical,Yes ,Europe
Shades of Gray,Bevan Amberhill,Español,Medical,3.5,Not mature,Holt Paperbacks,1986,323,Physical,Yes ,North America
Tyler Perry,Southeast Asia,Varios,Biography,3.5,Not mature,Oxford University,1996,500,Physical,Yes ,Oceania
Costume Design in the Movies,Kevin Timpe,Varios,Business & Economics,4.0,Not mature,Penguin,1991,528,Physical,Yes ,North America
Sammy Keyes and the Skeleton Man,Andrew Eshleman,Varios,Business & Economics,2.0,Not mature,Penguin,2012,394,Physical,Yes ,Asia
The Hollywood Reporter,Myung-Seok Oh,Español,Business & Economics,3.5,Not mature,Penguin,1915,594,Physical,No,Latin America
CliffsNotes on Keyes' Flowers For Algernon,Myung-Seok Oh,Español,Computers,4.0,Not mature,Penguin,1968,586,Physical,Yes ,North America
Sammy Keyes and the Psycho Kitty Queen,David G. Truemper,Español,Business & Economics,3.5,Not mature,Penguin,2019,2664,Physical,Yes ,Latin America
